# E[eV], EF_E [erg/cm^3s]
4.640257346646904297e+11,4.985087066946407942e-09
5.128277471901027222e+11,5.067133416379747259e-09
5.667623121767525635e+11,5.145079564356269236e-09
6.263692248790583496e+11,5.218489200642129134e-09
6.922450513139204102e+11,5.286860203364685916e-09
7.650490988939289551e+11,5.349763802891243477e-09
8.455100149975500488e+11,5.406711778216116668e-09
9.344330795169982910e+11,5.457293173217042857e-09
1.032708264370055176e+12,5.501043680320122324e-09
1.141319140638162109e+12,5.537581046575976165e-09
1.261352722476386475e+12,5.566476927791802650e-09
1.394010346316445068e+12,5.587390617113171041e-09
1.540619694245499023e+12,5.599942634221835476e-09
1.702648081894721436e+12,5.603847972893549844e-09
1.881717143827328857e+12,5.598790429309651512e-09
2.079619063402333740e+12,5.584555550886514097e-09
2.298334509547974609e+12,5.560905565568790455e-09
2.540052459962082520e+12,5.527711830187957165e-09
2.807192109136601074e+12,5.484829871730544571e-09
3.102427080469209473e+12,5.432231443240271363e-09
3.428712184784906250e+12,5.369879238915918591e-09
3.789312993075892578e+12,5.297857903642497165e-09
4.187838519433670410e+12,5.216248633262930095e-09
4.628277341275069336e+12,5.125258250906899318e-09
5.115037518365683594e+12,5.025093844234986694e-09
5.652990710163583984e+12,4.916089039786641574e-09
6.247520933024593750e+12,4.798579095711546128e-09
6.904578445247625000e+12,4.673023301921813405e-09
7.630739299259644531e+12,4.539881269087601910e-09
8.433271156958701172e+12,4.399730393536778570e-09
9.320206026916923828e+12,4.253144244990564192e-09
1.030042065142195508e+13,4.100804126056392997e-09
1.138372534789738086e+13,3.943380612693821728e-09
1.258096219385676367e+13,3.781638345638161728e-09
1.390411353805968750e+13,3.616321953302782445e-09
1.536642192388546289e+13,3.448253308202998115e-09
1.698252262515824805e+13,3.278223078892171840e-09
1.876859012088662891e+13,3.107079960614956068e-09
2.074249997488579688e+13,2.935629064864854814e-09
2.292400774042862891e+13,2.764712785006258405e-09
2.533494668046275000e+13,2.595117203956387877e-09
2.799944628224458594e+13,2.427644534847132207e-09
3.094417375335806641e+13,2.263028543553643082e-09
3.419860091609108203e+13,2.101998710957702498e-09
3.779529917133906250e+13,1.945205503782883015e-09
4.177026548413253125e+13,1.793276612769948108e-09
4.616328265336226562e+13,1.646752662750758299e-09
5.101831747140207031e+13,1.506136082541993069e-09
5.638396075854426562e+13,1.371837495840998870e-09
6.231391367626162500e+13,1.244217891323671973e-09
6.886752518648070312e+13,1.123545653107254931e-09
7.611038603594064062e+13,1.010032715303121651e-09
8.411498521043257812e+13,9.038017945501126516e-10
9.296143542893326562e+13,8.049172833255867285e-10
1.027382749386241875e+14,7.133618547325528598e-10
1.135433536354275312e+14,6.290627406407952123e-10
1.254848123786533125e+14,5.518766104767751754e-10
1.386821653010668906e+14,4.816117634044113623e-10
1.532674959464987812e+14,4.180199391512982794e-10
1.693867792063475625e+14,3.608148385925110046e-10
1.872013422853560938e+14,3.096693008517359457e-10
2.068894793185004688e+14,2.642304741775913645e-10
2.286482357986202188e+14,2.241207594674159336e-10
2.526953806739377500e+14,1.889498853741352991e-10
2.792715858528914062e+14,1.583181369671211536e-10
3.086428349294825000e+14,1.318255096079813538e-10
3.411030852364860000e+14,1.090759059052551607e-10
3.769772098692436875e+14,8.968357755582876658e-11
4.166242491247872500e+14,7.327723758994368046e-11
4.604410038978190000e+14,5.950405783985813518e-11
5.088660069974262500e+14,4.803298813407653635e-11
5.623839121308333750e+14,3.855660774037366174e-11
6.215303444806082500e+14,3.079329357153155090e-11
6.868972614215060000e+14,2.448736464634578731e-11
7.591388770288550000e+14,1.940995616225923312e-11
8.389782096728968750e+14,1.535788863614726134e-11
9.272143182296567500e+14,1.215344809477119081e-11
1.024730299330757000e+15,9.642403792740546584e-12
1.132502125691303250e+15,7.692964007130324199e-12
1.251608413972882000e+15,6.193384066913269418e-12
1.383241219941617250e+15,5.050400716439195207e-12
1.528717968962952500e+15,4.186802803351036992e-12
1.689494641237527750e+15,3.539719042792777386e-12
1.867180343740362000e+15,3.058342724421987382e-12
2.063553414704342000e+15,2.702340011174572701e-12
2.280579221826938500e+15,2.439954337940552030e-12
2.520429832330718500e+15,2.246623288518574225e-12
2.785505751742195000e+15,2.103504289985462589e-12
3.078459948957911500e+15,1.996431881601810539e-12
3.402224408048930500e+15,1.914826047567460912e-12
3.760039472542819000e+15,1.850955751742563792e-12
4.155486275870812500e+15,1.799226007306206967e-12
4.592522582554907000e+15,1.755663600884577649e-12
5.075522398845358000e+15,1.717490844873436144e-12
5.609319749245425000e+15,1.682786016255913598e-12
6.199257057053437000e+15,1.650265646860051383e-12
6.851238613130669000e+15,1.619075345820692114e-12
7.571789668028959000e+15,1.588630839198090065e-12
8.368121738891279000e+15,1.558565502125720403e-12
9.248204784739242000e+15,1.528651313651841435e-12
1.022084697250188000e+16,1.498766871614388020e-12
1.129578283211058000e+16,1.468802988532741729e-12
1.248377068294680800e+16,1.438722622616750739e-12
1.379670030671819800e+16,1.408552096047055608e-12
1.524771194439028800e+16,1.378299055780798715e-12
1.685132780813485600e+16,1.347973345434447166e-12
1.862359742451004800e+16,1.317614071853947592e-12
2.058225826351706800e+16,1.287251687460245810e-12
2.274691326116127600e+16,1.256901281704232580e-12
2.513922701222467600e+16,1.226594406359298151e-12
2.778314259681250800e+16,1.196386129849815365e-12
3.070512121074584000e+16,1.166334199169906827e-12
3.393440699810407600e+16,1.136550402571987118e-12
3.750331973644741600e+16,1.107028275060870672e-12
4.144757830401405600e+16,1.077834902026182610e-12
4.580665816625957600e+16,1.048977034799350767e-12
5.062418645958233600e+16,1.020529602819333507e-12
5.594837862636947200e+16,9.925463950674585839e-13
6.183252097134878400e+16,9.650817096420055014e-13
6.833550396883711200e+16,9.381880220793895772e-13
7.552241165840188800e+16,9.119271592157861182e-13
8.346517302780283200e+16,8.863637355413888899e-13
9.224328190247977600e+16,8.615629318227827824e-13
1.019445925464744800e+17,8.375950548446568526e-13
1.126661989374347680e+17,8.145215078462679509e-13
1.245154065157785280e+17,7.924065068310144650e-13
1.376108061336051360e+17,7.713282704789446197e-13
1.520834609518065600e+17,7.513866640923339723e-13
1.680782181642302080e+17,7.327779981544969348e-13
1.857551586770808960e+17,7.158148271180257607e-13
2.052911992524374080e+17,7.003629662595160428e-13
2.268818631506664640e+17,6.865636668085772667e-13
2.507432369929358400e+17,6.745407353757589825e-13
2.771141334287429440e+17,6.644169929053128767e-13
3.062584812531807360e+17,6.563794495679035083e-13
3.384679668950317440e+17,6.506097687294733185e-13
3.740649537125793280e+17,6.472898250644190746e-13
4.134057083144565760e+17,6.465889507541463545e-13
4.568839661956019840e+17,6.487364859313578017e-13
5.049348723744355200e+17,6.537599114293355462e-13
5.580393364704657280e+17,6.611446364655239064e-13
6.167288458093884160e+17,6.721806042603445831e-13
6.815907847268974080e+17,6.877841594985649523e-13
7.532743133085273600e+17,7.052706936602034249e-13
8.324968644019864320e+17,7.266942249274594529e-13
9.200513239262424320e+17,7.525809870341766254e-13
1.016813966340278400e+18,7.829406142397926086e-13
1.123753224692427776e+18,8.180548303859397689e-13
1.241939383023801600e+18,8.588092795507301398e-13
1.372555288130715392e+18,9.074811935116219046e-13
1.516908187893009920e+18,9.629803386242541641e-13
1.676442814650181120e+18,1.025882902134234149e-12
1.852755844568265984e+18,1.096897071992639711e-12
2.047611877711535360e+18,1.176604370842468826e-12
2.262961098753053696e+18,1.265763285119610002e-12
2.500958795078391808e+18,1.365154620862917294e-12
2.763986927626145792e+18,1.475596112804727876e-12
3.054677970353680384e+18,1.597846431672641090e-12
3.375941256921237504e+18,1.731230790550446750e-12
3.730992098281092608e+18,1.872411145867988031e-12
4.123383962590307840e+18,2.026653339821179831e-12
4.557044039514321920e+18,2.196812698493692543e-12
5.036312544861208576e+18,2.388331852042092484e-12
5.565986158920171520e+18,2.593257592184122688e-12
6.151366033250140160e+18,2.806634788695993775e-12
6.798310846386420736e+18,3.034535320487089016e-12
7.513295439464498176e+18,3.275901488488219770e-12
8.303475618606568448e+18,3.530330580850484785e-12
9.176759772634189824e+18,3.796982525156630856e-12
1.014188802288177766e+19,4.073617237735070134e-12
1.120851969726868275e+19,4.358997119862549501e-12
1.238733000409938534e+19,4.649439389255032173e-12
1.369011687313655603e+19,4.942491943181175587e-12
1.512991903324726067e+19,5.237543498805331392e-12
1.672114650838405325e+19,5.541669203683073473e-12
1.847972483794823987e+19,5.842249472303853838e-12
2.042325446494056448e+19,6.133592777712512946e-12
2.257118688711096320e+19,6.406995149926389902e-12
2.494501933408547635e+19,6.662162713050667532e-12
2.756850991886596506e+19,6.896355753112006016e-12
3.046791541701074534e+19,7.103828385665831512e-12
3.367225405326887731e+19,7.276253088531339516e-12
3.721359592572765798e+19,7.413623151864228690e-12
4.112738397413267866e+19,7.509888365415268707e-12
4.545278870474178560e+19,7.562333113056379056e-12
5.023310022191797862e+19,7.566892904204593727e-12
5.551616149004298650e+19,7.525319096547413931e-12
6.135484716198681805e+19,7.448096716798685038e-12
6.780759276640410010e+19,7.323894909522343075e-12
7.493897955014631424e+19,7.152164933170130872e-12
8.282038082908751462e+19,6.932621193427548277e-12
9.153067631625720627e+19,6.666834397036428650e-12
1.011570415765230551e+20,6.358970090895569109e-12
1.117958205089425981e+20,6.015900975202601494e-12
1.235534895888881582e+20,5.646135985399202489e-12
1.365477235204016701e+20,5.258391431381570176e-12
1.509085729641817047e+20,4.852824309617922185e-12
1.667797661283107799e+20,4.438419275728952076e-12
1.843201472484672799e+20,4.018713556374849122e-12
