# E[eV], EF_E [erg/cm^3s]
6.504461992842886925e+09,4.549679202414297062e-13
7.188542232218327522e+09,4.786701786395287784e-13
7.944567818406298637e+09,5.018850503421010453e-13
8.780105309582330704e+09,5.244164510313191058e-13
9.703517045791978836e+09,5.460470870778819338e-13
1.072404484206061363e+10,5.667163696943780866e-13
1.185190248358453560e+10,5.865296144602065152e-13
1.309837794872617912e+10,6.052906542608726760e-13
1.447594638289552307e+10,6.227737321909628945e-13
1.599839495399850464e+10,6.388957427324784850e-13
1.768096083904732895e+10,6.532410245257760395e-13
1.954048372294950485e+10,6.657802087738227974e-13
2.159557433573436356e+10,6.765179015358215870e-13
2.386680071499443054e+10,6.853916025124956646e-13
2.637689405771892929e+10,6.925010345352585889e-13
2.915097622175331879e+10,6.979203097459283003e-13
3.221681115379647446e+10,7.018194678850299246e-13
3.560508276031100464e+10,7.044386126207137243e-13
3.934970200237238312e+10,7.061239917689220294e-13
4.348814628796501923e+10,7.073453882025939777e-13
4.806183455847834778e+10,7.085806145221593761e-13
5.311654182339338684e+10,7.103138448609239867e-13
5.870285729196318054e+10,7.129083606541481821e-13
6.487669068702276611e+10,7.165152212990401865e-13
7.169983180828674316e+10,7.210598203122146534e-13
7.924056894543374634e+10,7.262257153225343984e-13
8.757437233026164246e+10,7.316795442939938430e-13
9.678464946813381958e+10,7.374979769043664478e-13
1.069635799083273468e+11,7.437915728255821900e-13
1.182130378079439850e+11,7.506352850223601347e-13
1.306456115227166290e+11,7.580627750370351030e-13
1.443857304291151123e+11,7.660704240466823505e-13
1.595709102553683472e+11,7.746115425025030393e-13
1.763531293850921631e+11,7.836004111803508152e-13
1.949003499080357056e+11,7.929078417312738619e-13
2.153981986411287231e+11,8.023679766164568099e-13
2.380518249440568848e+11,8.117791694661362855e-13
2.630879539230070190e+11,8.209180998383280073e-13
2.907571555717332764e+11,8.295497185806170724e-13
3.213363525602762451e+11,8.374495110729831385e-13
3.551315917701203613e+11,8.444176741260423050e-13
3.924811073142498779e+11,8.502963671716426033e-13
4.337587056978369141e+11,8.549670111808678880e-13
4.793775069993828735e+11,8.583442469656024130e-13
5.297940795153229980e+11,8.603680140236586731e-13
5.855130092489919434e+11,8.610243585204511322e-13
6.470919499769433594e+11,8.603575299523130268e-13
7.151472044353804932e+11,8.584838836706453222e-13
7.903598924850821533e+11,8.555919184778434314e-13
8.734827679879079590e+11,8.519379810830120543e-13
9.653477526204538574e+11,8.478175515757692882e-13
1.066874262025809814e+12,8.435210999427926183e-13
1.179078407634344971e+12,8.392642549280174879e-13
1.303083166248421387e+12,8.351432398969106836e-13
1.440129619171688965e+12,8.311734447888435805e-13
1.591589373367907471e+12,8.273560456432328095e-13
1.758978288964454590e+12,8.236810422060070817e-13
1.943971650489980713e+12,8.201334035556270822e-13
2.148420933685043213e+12,8.166951835802530974e-13
2.374372335693638672e+12,8.133544333354921589e-13
