# E[eV], EF_E [erg/cm^3s]
2.570376481150016553e+20,3.529324172187875028e-39
2.840705335472620503e+20,9.225668989175894118e-40
3.139464923586659615e+20,2.323039202260526228e-40
3.469645331866566656e+20,5.635605055111405412e-41
3.834551116815863644e+20,1.319465182621098078e-41
4.237834378179379200e+20,3.000405474369720235e-42
4.683531310385051730e+20,6.742744087767888561e-43
5.176102598134279045e+20,1.562746415396937927e-43
5.720478060433813012e+20,4.057262664521774447e-44
6.322105989881246515e+20,1.297637793480021953e-44
6.987007681008592486e+20,5.194429603427465587e-45
7.721837693421879296e+20,2.406930104880329169e-45
8.533950452870179717e+20,1.188719623329191761e-45
9.431473856810642309e+20,5.986120439965516659e-46
1.042339062113790067e+21,3.019482157239928790e-46
1.151962818222408466e+21,1.516671142653805185e-46
1.273115805403862270e+21,7.572528871552297483e-47
1.407010563474806014e+21,3.758199370855463425e-47
1.554987156177588060e+21,1.854808337931023278e-47
1.718526582988627509e+21,9.114274169727517848e-48
1.899265601458950111e+21,4.466043466886764054e-48
2.099013108433873273e+21,2.187915267562993383e-48
2.319768244100685365e+21,1.075265110222361177e-48
2.563740400055491232e+21,5.327252480907098949e-49
2.833371331636959379e+21,2.676584958989067001e-49
3.131359595834443301e+21,1.373597762519967819e-49
3.460687559353321390e+21,7.250587715524086120e-50
3.824651247143487537e+21,3.959218810640084835e-50
4.226893330124745212e+21,2.242083062531003199e-50
4.671439582261802435e+21,1.315031468743800150e-50
5.162739171863203676e+21,7.948651570268532266e-51
5.705709190353132716e+21,4.916483695243595116e-51
6.305783864175240413e+21,3.088112028175054232e-51
6.968968942357166686e+21,1.956246499636656252e-51
7.701901804065553121e+21,1.242860045271580352e-51
8.511917887727627928e+21,7.887094003870296669e-52
9.407124106564415259e+21,4.985295936337372727e-52
1.039647998530336640e+22,3.133264809342654759e-52
1.148988733011283411e+22,1.956148898351253780e-52
1.269828932920656947e+22,1.212528652508327306e-52
1.403378007594944483e+22,7.459621219366945537e-53
1.550972561060869125e+22,4.553041417754233637e-53
1.714089769217781714e+22,2.755174552840860543e-53
1.894362163910493497e+22,1.651017288681069810e-53
2.093593971856733792e+22,9.780962586132603311e-54
2.313779171954551004e+22,5.715402926313560208e-54
2.557121451693308065e+22,3.285021427995258436e-54
2.826056262398830340e+22,1.851176002092247464e-54
3.123275194048752648e+22,1.019136314022053272e-54
3.451752913609761699e+22,5.460270700863259125e-55
3.814776936504397660e+22,2.835431708118324242e-55
4.215980529170347406e+22,1.421034028761815380e-55
4.659379072012253764e+22,6.842422393594259402e-56
5.149410246678249944e+22,3.151167033341084331e-56
5.690978449869556521e+22,1.380803856717446098e-56
6.289503878191071940e+22,5.728827780496426842e-57
6.950976775300732840e+22,2.236301218208847008e-57
7.682017384281628108e+22,8.155814715790383842e-58
8.489942205259623852e+22,2.764674225321812591e-58
9.382837221395980196e+22,8.624978863270870715e-59
1.036963882612456958e+23,2.458247312581565157e-59
1.146022326158090337e+23,6.335798848793856256e-60
1.266550546335328004e+23,0.000000000000000000e+00
1.399754830082629425e+23,0.000000000000000000e+00
1.546968330643244161e+23,0.000000000000000000e+00
1.709664410210948402e+23,0.000000000000000000e+00
1.889471385834083687e+23,0.000000000000000000e+00
2.088188826159923730e+23,0.000000000000000000e+00
2.307805562122474933e+23,0.000000000000000000e+00
