# E[eV], EF_E [erg/cm^3s]
1.138372534789738086e+13,3.615339849527804528e-08
1.258096219385676367e+13,3.612446569214856471e-08
1.390411353805968750e+13,3.607561413916049307e-08
1.536642192388546289e+13,3.600618886731884237e-08
1.698252262515824805e+13,3.591583553991533011e-08
1.876859012088662891e+13,3.580416375250353751e-08
2.074249997488579688e+13,3.567105536241397511e-08
2.292400774042862891e+13,3.551640289848969021e-08
2.533494668046275000e+13,3.534005076044294639e-08
2.799944628224458594e+13,3.514199282867255724e-08
3.094417375335806641e+13,3.492173514460982386e-08
3.419860091609108203e+13,3.467967256067151418e-08
3.779529917133906250e+13,3.441801832886698386e-08
4.177026548413253125e+13,3.413823333022421438e-08
4.616328265336226562e+13,3.384151927976131258e-08
5.101831747140207031e+13,3.352893895547503062e-08
5.638396075854426562e+13,3.320153396967788689e-08
6.231391367626162500e+13,3.286040276969778058e-08
6.886752518648070312e+13,3.250677911702944710e-08
7.611038603594064062e+13,3.214155015571152224e-08
8.411498521043257812e+13,3.176589455265810850e-08
9.296143542893326562e+13,3.138094766628359522e-08
1.027382749386241875e+14,3.098761772119227284e-08
1.135433536354275312e+14,3.058697412115461597e-08
1.254848123786533125e+14,3.017994252264963400e-08
1.386821653010668906e+14,2.976741062873708794e-08
1.532674959464987812e+14,2.935018226042847191e-08
1.693867792063475625e+14,2.892903515083128769e-08
1.872013422853560938e+14,2.850458900315728635e-08
2.068894793185004688e+14,2.807778297264187012e-08
2.286482357986202188e+14,2.764907685447892871e-08
2.526953806739377500e+14,2.721906042875307253e-08
2.792715858528914062e+14,2.678831032520934432e-08
3.086428349294825000e+14,2.635736828825670112e-08
3.411030852364860000e+14,2.592665555647665516e-08
3.769772098692436875e+14,2.549666000703587993e-08
4.166242491247872500e+14,2.506791702412201923e-08
4.604410038978190000e+14,2.464068865258280489e-08
5.088660069974262500e+14,2.421545602938155980e-08
5.623839121308333750e+14,2.379257390919457063e-08
6.215303444806082500e+14,2.337230150527863746e-08
6.868972614215060000e+14,2.295497036912976172e-08
7.591388770288550000e+14,2.254101265951018951e-08
8.389782096728968750e+14,2.213070224356982547e-08
9.272143182296567500e+14,2.172435062370872592e-08
1.024730299330757000e+15,2.132216808906824532e-08
1.132502125691303250e+15,2.092439977736855783e-08
1.251608413972882000e+15,2.053067598249988535e-08
1.383241219941617250e+15,2.014209665125005967e-08
1.528717968962952500e+15,1.975935305813962200e-08
1.689494641237527750e+15,1.938215834957933677e-08
